Vantage Card Services,
Account,Vantage Business Card 3391
Statement period,06/01/2025 - 06/30/2025
Opening balance,-10743.03
Total deposits,10743.03
Total withdrawals,-10282.64
Closing balance,-10282.64

Date,Description,Amount,Balance,Transaction ID
06/03/2025,METRO RIDESHARE,-22.00,-10765.03,VCS100218
06/03/2025,METRO RIDESHARE,-37.64,-10802.67,VCS100233
06/04/2025,CONTOSO CLOUD MONTHLY,-3000.00,-13802.67,VCS100202
06/05/2025,PAYMENT RECEIVED THANK YOU,10743.03,-3059.64,VCS100205
06/05/2025,SKYWARD AIR 0169,-824.11,-3883.75,VCS100224
06/10/2025,HARBOR DINER,-96.46,-3980.21,VCS100227
06/10/2025,CONTOSO CLOUD OVERAGE,-999.02,-4979.23,VCS100229
06/14/2025,CONTOSO CLOUD OVERAGE,-386.24,-5365.47,VCS100223
06/15/2025,METRO RIDESHARE,-30.40,-5395.87,VCS100246
06/16/2025,SKYWARD AIR 0169,-207.47,-5603.34,VCS100230
06/21/2025,LUMINA ADS PLATFORM,-1081.70,-6685.04,VCS100217
06/21/2025,LUMINA ADS PLATFORM,-1383.27,-8068.31,VCS100231
06/22/2025,FABRIKAM FREIGHT LOGISTICS,-1880.07,-9948.38,VCS100203
06/25/2025,HARBOR DINER,-139.50,-10087.88,VCS100237
06/26/2025,TAILSPIN TOOLS MONTHLY,-194.76,-10282.64,VCS100228
