Vantage Card Services,
Account,Vantage Business Card 3391
Statement period,12/01/2025 - 12/31/2025
Opening balance,-15045.25
Total deposits,15045.25
Total withdrawals,-8348.73
Closing balance,-8348.73

Date,Description,Amount,Balance,Transaction ID
12/02/2025,TAILSPIN TOOLS MONTHLY,-293.30,-15338.55,VCS100596
12/02/2025,METRO RIDESHARE,-36.98,-15375.53,VCS100601
12/04/2025,CONTOSO CLOUD MONTHLY,-3720.00,-19095.53,VCS100570
12/05/2025,PAYMENT RECEIVED THANK YOU,15045.25,-4050.28,VCS100573
12/05/2025,HARBOR DINER,-102.98,-4153.26,VCS100605
12/06/2025,TAILSPIN TOOLS MONTHLY,-165.95,-4319.21,VCS100592
12/06/2025,METRO RIDESHARE,-88.23,-4407.44,VCS100614
12/08/2025,METRO RIDESHARE,-57.70,-4465.14,VCS100641
12/12/2025,METRO RIDESHARE,-94.97,-4560.11,VCS100615
12/13/2025,SKYWARD AIR 0169,-820.65,-5380.76,VCS100586
12/14/2025,HARBOR DINER,-59.33,-5440.09,VCS100634
12/16/2025,HARBOR DINER,-143.20,-5583.29,VCS100588
12/19/2025,HARBOR DINER,-153.90,-5737.19,VCS100585
12/19/2025,CASCADE OFFICE SUPPLY,-393.01,-6130.20,VCS100591
12/19/2025,CASCADE OFFICE SUPPLY,-422.91,-6553.11,VCS100632
12/22/2025,FABRIKAM FREIGHT LOGISTICS,-1492.73,-8045.84,VCS100571
12/24/2025,METRO RIDESHARE,-53.03,-8098.87,VCS100587
12/25/2025,SKYWARD AIR 0169,-249.86,-8348.73,VCS100608
